Datum,Zeitpunkt,Leitfähigkeit,Temperatur,pH,Redox,
03/06/21,16:17:06,47,58.6,12.5,-102.9,3513
03/06/21,16:17:36,47,58.6,12.499,-102.9,3514
03/06/21,16:18:06,47,58.6,12.499,-102.7,3515
03/06/21,16:18:37,47,58.6,12.499,-102.6,3516
03/06/21,16:19:08,47,58.6,12.498,-103,3517
03/06/21,16:19:39,47,58.6,12.501,-102.8,3518
03/06/21,16:20:10,47,58.6,12.499,-102.7,3519
03/06/21,16:20:40,47,58.6,12.499,-102.8,3520
03/06/21,16:21:11,47,58.6,12.501,-103.3,3521
03/06/21,16:21:42,47,58.6,12.5,-103.3,3522
03/06/21,16:22:12,47,58.6,12.498,-103.9,3523
03/06/21,16:22:42,47,58.6,12.499,-102.6,3524
03/06/21,16:23:13,47,58.6,12.499,-102.8,3525
03/06/21,16:23:42,47,58.6,12.5,-103,3526
03/06/21,16:24:13,47,58.6,12.499,-103.5,3527
03/06/21,16:24:43,47,58.6,12.499,-102.5,3528
03/06/21,16:25:14,47,58.6,12.5,-103,3529
03/06/21,16:25:46,47,58.6,12.498,-102.8,3530
03/06/21,16:26:15,47,58.6,12.499,-103.3,3531
03/06/21,16:26:45,46.9,58.6,12.501,-103.1,3532
03/06/21,16:27:16,46.9,58.6,12.5,-102.8,3533
03/06/21,16:27:45,47,58.6,12.5,-102.4,3534
03/06/21,16:28:16,46.9,58.6,12.499,-102.7,3535
03/06/21,16:28:46,46.9,58.6,12.499,-102.9,3536
03/06/21,16:29:17,46.9,58.6,12.501,-102.2,3537
03/06/21,16:29:48,46.9,58.6,12.499,-103.3,3538
03/06/21,16:30:19,46.9,58.6,12.499,-102.4,3539
03/06/21,16:30:49,46.9,58.6,12.501,-102.4,3540
03/06/21,16:31:18,46.9,58.6,12.499,-102.5,3541
03/06/21,16:31:48,46.9,58.6,12.5,-103,3542
03/06/21,16:32:18,46.9,58.6,12.498,-102.2,3543
03/06/21,16:32:48,46.9,58.6,12.501,-102.4,3544
03/06/21,16:33:19,46.9,58.6,12.499,-102.9,3545
03/06/21,16:33:49,46.9,58.6,12.497,-102,3546
03/06/21,16:34:19,46.9,58.6,12.499,-102.4,3547
03/06/21,16:34:51,46.9,58.6,12.5,-103,3548
03/06/21,16:35:20,46.9,58.6,12.499,-104.1,3549
03/06/21,16:35:51,46.9,58.6,12.499,-103,3550
03/06/21,16:36:22,46.9,58.6,12.501,-102.4,3551
03/06/21,16:36:52,46.9,58.6,12.5,-102.7,3552
03/06/21,16:37:22,46.9,58.5,12.502,-103.8,3553
03/06/21,16:37:53,47,58.6,12.501,-102.7,3554
03/06/21,16:38:33,46.9,58.6,12.499,-102.6,3555
03/06/21,16:38:53,46.9,58.6,12.501,-102.4,3556
03/06/21,16:39:26,46.9,58.6,12.5,-102.6,3557
03/06/21,16:39:53,46.9,58.6,12.499,-103,3558
03/06/21,16:40:26,46.9,58.6,12.5,-103.3,3559
03/06/21,16:40:53,46.9,58.6,12.501,-103.1,3560
03/06/21,16:41:25,46.9,58.6,12.501,-102.7,3561
03/06/21,16:41:55,46.9,58.6,12.5,-103,3562
03/06/21,16:42:25,47,58.6,12.5,-102.7,3563
03/06/21,16:42:56,47,58.6,12.501,-103.6,3564
03/06/21,16:43:26,47,58.6,12.499,-103.1,3565
03/06/21,16:43:56,46.9,58.6,12.497,-103.1,3566
03/06/21,16:44:27,46.9,58.6,12.499,-103.2,3567
03/06/21,16:44:57,46.9,58.6,12.498,-103.4,3568
03/06/21,16:45:32,47,58.6,12.499,-103.6,3569
03/06/21,16:45:59,46.9,58.6,12.497,-103.3,3570
03/06/21,16:46:29,47,58.6,12.5,-103,3571
03/06/21,16:47:00,46.9,58.6,12.499,-102.7,3572
03/06/21,16:47:30,46.9,58.6,12.5,-103.8,3573
03/06/21,16:48:01,46.9,58.6,12.499,-103,3574
03/06/21,16:48:31,46.9,58.6,12.5,-103.1,3575
03/06/21,16:49:02,46.9,58.6,12.498,-103.7,3576
03/06/21,16:49:32,46.9,58.6,12.5,-103.4,3577
03/06/21,16:50:02,46.9,58.6,12.499,-103.6,3578
03/06/21,16:50:32,46.9,58.6,12.499,-103.3,3579
03/06/21,16:51:06,46.9,58.6,12.5,-103.7,3580
03/06/21,16:51:33,46.9,58.6,12.496,-103.6,3581
03/06/21,16:52:03,46.9,58.6,12.497,-103.7,3582
03/06/21,16:52:33,46.9,58.6,12.499,-102.4,3583
03/06/21,16:53:06,46.9,58.6,12.498,-102.9,3584
03/06/21,16:53:34,46.9,58.6,12.497,-103.3,3585
03/06/21,16:54:05,46.9,58.6,12.499,-103.7,3586
03/06/21,16:54:35,46.9,58.6,12.5,-102.5,3587
03/06/21,16:55:05,46.9,58.6,12.499,-102.7,3588
03/06/21,16:55:35,46.9,58.6,12.496,-103.1,3589
03/06/21,16:56:06,46.9,58.6,12.5,-103.2,3590
03/06/21,16:56:35,46.9,58.6,12.5,-103.6,3591
03/06/21,16:57:06,46.9,58.6,12.499,-103.7,3592
03/06/21,16:57:35,46.9,58.6,12.498,-103.4,3593
03/06/21,16:58:06,46.9,58.6,12.5,-102.4,3594
03/06/21,16:58:36,46.9,58.6,12.5,-103.1,3595
03/06/21,16:59:07,46.9,58.6,12.498,-103.1,3596
03/06/21,16:59:37,46.8,58.6,12.497,-103.3,3597
03/06/21,17:00:08,46.9,58.6,12.501,-103.5,3598
03/06/21,17:00:39,46.9,58.6,12.5,-103.1,3599
03/06/21,17:01:08,46.9,58.6,12.5,-102.4,3600
03/06/21,17:01:39,46.9,58.6,12.5,-103.1,3601
03/06/21,17:02:10,46.9,58.6,12.497,-102.8,3602
03/06/21,17:02:41,46.9,58.6,12.5,-102.9,3603
03/06/21,17:03:13,46.9,58.6,12.501,-102.4,3604
03/06/21,17:03:42,46.9,58.6,12.499,-102.4,3605
03/06/21,17:04:13,46.9,58.6,12.5,-102.4,3606
03/06/21,17:04:47,46.8,58.6,12.498,-102.2,3607
03/06/21,17:05:14,46.8,58.6,12.499,-102.7,3608
03/06/21,17:05:46,46.9,58.6,12.499,-102.6,3609
03/06/21,17:06:14,46.9,58.6,12.499,-102.7,3610
03/06/21,17:06:45,46.9,58.6,12.499,-102.4,3611
03/06/21,17:07:15,46.9,58.6,12.499,-103,3612
03/06/21,17:07:47,46.8,58.6,12.499,-102.8,3613
03/06/21,17:08:16,46.8,58.6,12.499,-102.7,3614
03/06/21,17:08:47,46.8,58.6,12.5,-102.4,3615
03/06/21,17:09:18,46.9,58.5,12.501,-102.7,3616
03/06/21,17:09:48,46.9,58.5,12.499,-103,3617
03/06/21,17:10:20,46.8,58.6,12.5,-102.8,3618
03/06/21,17:10:50,46.9,58.6,12.5,-102.6,3619
03/06/21,17:11:21,46.8,58.6,12.5,-102.6,3620
03/06/21,17:11:51,46.8,58.6,12.499,-102.3,3621
03/06/21,17:12:22,46.8,58.6,12.499,-102.6,3622
03/06/21,17:12:52,46.8,58.6,12.5,-102.3,3623
03/06/21,17:13:24,46.8,58.6,12.5,-103,3624
03/06/21,17:13:53,46.8,58.6,12.5,-103,3625
03/06/21,17:14:28,46.8,58.6,12.5,-102.4,3626
03/06/21,17:14:54,46.8,58.6,12.501,-102.7,3627
03/06/21,17:15:26,46.8,58.5,12.501,-102.5,3628
03/06/21,17:15:55,46.8,58.6,12.5,-102.7,3629
03/06/21,17:16:25,46.9,58.6,12.5,-102.9,3630
03/06/21,17:16:55,46.8,58.6,12.5,-103,3631
03/06/21,17:17:26,46.8,58.6,12.5,-102.4,3632
03/06/21,17:17:57,46.9,58.6,12.5,-103.3,3633
03/06/21,17:18:28,46.9,58.6,12.499,-102.6,3634
03/06/21,17:18:58,46.8,58.6,12.5,-102.7,3635
03/06/21,17:19:29,46.9,58.6,12.501,-102.7,3636
03/06/21,17:20:00,46.9,58.6,12.501,-102.7,3637
03/06/21,17:20:31,46.8,58.6,12.501,-103,3638
03/06/21,17:21:01,46.8,58.6,12.501,-103.1,3639
03/06/21,17:21:31,46.8,58.6,12.5,-103.3,3640
03/06/21,17:22:02,46.8,58.6,12.5,-103.4,3641
03/06/21,17:22:32,46.8,58.6,12.5,-102.9,3642
03/06/21,17:23:06,46.8,58.6,12.5,-102.8,3643
03/06/21,17:23:34,46.8,58.5,12.499,-103.5,3644
03/06/21,17:24:03,46.8,58.6,12.498,-103.5,3645
03/06/21,17:24:33,46.8,58.6,12.5,-103.3,3646
03/06/21,17:25:05,46.8,58.6,12.498,-103.3,3647
03/06/21,17:25:35,46.6,58.6,12.5,-103.7,3648
03/06/21,17:26:06,46.6,58.6,12.5,-102.2,3649
03/06/21,17:26:36,46.7,58.6,12.498,-102.7,3650
03/06/21,17:27:06,46.7,58.6,12.499,-102.4,3651
03/06/21,17:27:37,46.7,58.6,12.5,-103,3652
03/06/21,17:28:07,46.7,58.6,12.5,-102.7,3653
03/06/21,17:28:38,46.7,58.6,12.501,-103,3654
03/06/21,17:29:09,46.7,58.6,12.5,-103,3655
03/06/21,17:29:38,46.7,58.6,12.5,-103,3656
03/06/21,17:30:08,46.7,58.6,12.498,-103.3,3657
03/06/21,17:30:38,46.7,58.6,12.498,-103.2,3658
03/06/21,17:31:10,46.7,58.6,12.5,-102.7,3659
03/06/21,17:31:39,46.7,58.6,12.499,-102.5,3660
03/06/21,17:32:10,46.7,58.5,12.5,-102.7,3661
03/06/21,17:32:41,46.7,58.6,12.5,-102.9,3662
03/06/21,17:33:11,46.7,58.6,12.499,-102.9,3663
03/06/21,17:33:41,46.7,58.6,12.499,-102.8,3664
03/06/21,17:34:11,46.7,58.6,12.5,-102.8,3665
03/06/21,17:34:42,46.7,58.6,12.499,-103.5,3666
03/06/21,17:35:12,46.7,58.6,12.499,-102.7,3667
03/06/21,17:35:46,46.7,58.6,12.5,-102.7,3668
03/06/21,17:36:13,46.7,58.6,12.502,-103,3669
03/06/21,17:36:44,46.7,58.6,12.5,-103,3670
03/06/21,17:37:14,46.7,58.6,12.501,-102.7,3671
03/06/21,17:37:46,46.7,58.6,12.501,-102.5,3672
03/06/21,17:38:15,46.7,58.6,12.5,-103,3673
03/06/21,17:38:45,46.7,58.6,12.502,-103.2,3674
03/06/21,17:39:16,46.7,58.6,12.502,-102.8,3675
03/06/21,17:39:46,46.7,58.6,12.501,-102.7,3676
03/06/21,17:40:17,46.7,58.6,12.5,-102.7,3677
03/06/21,17:40:48,46.7,58.6,12.501,-103.3,3678
03/06/21,17:41:17,46.7,58.6,12.498,-103.4,3679
03/06/21,17:41:49,46.8,58.6,12.5,-102.8,3680
03/06/21,17:42:18,46.7,58.6,12.498,-103,3681
03/06/21,17:42:49,46.8,58.6,12.499,-103.5,3682
03/06/21,17:43:19,46.8,58.6,12.499,-103.3,3683
03/06/21,17:43:50,46.8,58.6,12.5,-103.3,3684
03/06/21,17:44:21,46.8,58.5,12.5,-103.1,3685
03/06/21,17:44:51,46.8,58.6,12.498,-103.3,3686
03/06/21,17:45:21,46.8,58.5,12.499,-103.4,3687
03/06/21,17:45:52,46.8,58.6,12.499,-103.3,3688
03/06/21,17:46:26,46.8,58.6,12.498,-103.2,3689
03/06/21,17:46:56,46.8,58.6,12.499,-103.5,3690
03/06/21,17:47:26,46.8,58.6,12.499,-103.1,3691
03/06/21,17:47:54,46.8,58.6,12.5,-103,3692
03/06/21,17:48:25,46.8,58.6,12.5,-102.7,3693
03/06/21,17:48:55,46.7,58.6,12.5,-103.1,3694
03/06/21,17:49:25,46.8,58.6,12.502,-103.2,3695
03/06/21,17:49:55,46.8,58.6,12.5,-103.1,3696
03/06/21,17:50:26,46.8,58.6,12.503,-103,3697
03/06/21,17:50:56,46.8,58.6,12.501,-103.2,3698
03/06/21,17:51:26,46.8,58.6,12.501,-103.7,3699
03/06/21,17:51:56,46.8,58.5,12.504,-103,3700
03/06/21,17:52:26,46.8,58.6,12.501,-102.9,3701
03/06/21,17:52:57,46.8,58.6,12.502,-102.9,3702
03/06/21,17:53:27,46.8,58.6,12.5,-103.2,3703
03/06/21,17:53:58,46.8,58.5,12.501,-103.2,3704
03/06/21,17:54:28,46.8,58.6,12.5,-103.1,3705
03/06/21,17:54:59,46.8,58.6,12.5,-103.2,3706
03/06/21,17:55:28,46.7,58.6,12.5,-103.2,3707
03/06/21,17:55:59,46.8,58.6,12.5,-103.1,3708
03/06/21,17:56:29,46.8,58.5,12.501,-103.4,3709
03/06/21,17:56:59,46.8,58.5,12.501,-103.3,3710
03/06/21,17:57:30,46.8,58.6,12.5,-103.1,3711
03/06/21,17:58:02,46.8,58.6,12.499,-103.6,3712
03/06/21,17:58:31,46.8,58.6,12.501,-103.1,3713
03/06/21,17:59:02,46.7,58.6,12.499,-102.7,3714
03/06/21,17:59:33,46.8,58.5,12.5,-103.3,3715
03/06/21,18:00:06,46.7,58.6,12.5,-103.2,3716
03/06/21,18:00:33,46.8,58.6,12.501,-103.3,3717
03/06/21,18:01:04,46.7,58.5,12.5,-103.5,3718
03/06/21,18:01:35,46.7,58.6,12.5,-103.3,3719
03/06/21,18:02:05,46.8,58.6,12.5,-102.9,3720
03/06/21,18:02:36,46.8,58.6,12.502,-103,3721
03/06/21,18:03:10,46.8,58.6,12.503,-103.3,3722
03/06/21,18:03:37,46.8,58.5,12.502,-103.4,3723
03/06/21,18:04:09,46.8,58.5,12.5,-103.3,3724
03/06/21,18:04:39,46.8,58.6,12.5,-103.3,3725
03/06/21,18:05:08,46.8,58.6,12.501,-103.1,3726
03/06/21,18:05:39,46.7,58.6,12.5,-103.2,3727
03/06/21,18:06:10,46.8,58.6,12.501,-103,3728
03/06/21,18:06:41,46.8,58.5,12.502,-103.6,3729
03/06/21,18:07:13,46.8,58.6,12.5,-102.6,3730
03/06/21,18:07:43,46.8,58.5,12.502,-103.4,3731
03/06/21,18:08:14,46.7,58.6,12.502,-102.9,3732
03/06/21,18:08:45,46.7,58.6,12.5,-102.8,3733
03/06/21,18:09:14,46.8,58.6,12.501,-103.4,3734
03/06/21,18:09:45,46.7,58.6,12.5,-102.7,3735
03/06/21,18:10:16,46.7,58.6,12.5,-102.7,3736
03/06/21,18:10:47,46.8,58.6,12.501,-102.7,3737
03/06/21,18:11:18,46.7,58.6,12.502,-102.7,3738
03/06/21,18:11:48,46.8,58.6,12.501,-102.6,3739
03/06/21,18:12:19,46.8,58.6,12.5,-102.7,3740
03/06/21,18:12:49,46.8,58.5,12.5,-102.7,3741
03/06/21,18:13:21,46.8,58.6,12.502,-103,3742
03/06/21,18:13:50,46.8,58.6,12.502,-102.7,3743
03/06/21,18:14:21,46.7,58.6,12.5,-102.7,3744
03/06/21,18:14:52,46.8,58.6,12.502,-102.8,3745
03/06/21,18:15:22,46.8,58.6,12.498,-102.8,3746
03/06/21,18:15:53,46.7,58.6,12.5,-103.3,3747
03/06/21,18:16:22,46.7,58.6,12.499,-103.3,3748
03/06/21,18:16:52,46.8,58.6,12.499,-103,3749
03/06/21,18:17:22,46.7,58.6,12.497,-102.5,3750
03/06/21,18:17:52,46.7,58.6,12.498,-103.6,3751
03/06/21,18:18:26,46.7,58.6,12.5,-103.4,3752
03/06/21,18:18:54,46.7,58.6,12.501,-103,3753
03/06/21,18:19:25,46.7,58.6,12.5,-102.7,3754
03/06/21,18:19:56,46.6,58.6,12.5,-102.8,3755
03/06/21,18:20:25,46.7,58.6,12.501,-103,3756
03/06/21,18:20:56,46.7,58.6,12.501,-102.4,3757
03/06/21,18:21:26,46.7,58.6,12.502,-102.4,3758
03/06/21,18:21:57,46.7,58.5,12.5,-103,3759
03/06/21,18:22:28,46.7,58.6,12.499,-102.9,3760
03/06/21,18:23:00,46.8,58.6,12.501,-103.5,3761
03/06/21,18:23:27,46.8,58.6,12.5,-103,3762
03/06/21,18:23:58,46.7,58.6,12.501,-103.2,3763
03/06/21,18:24:28,46.8,58.6,12.5,-103.7,3764
03/06/21,18:24:58,46.8,58.6,12.501,-102.9,3765
03/06/21,18:25:28,46.8,58.6,12.5,-102.8,3766
03/06/21,18:25:59,46.8,58.6,12.499,-102.9,3767
03/06/21,18:26:29,46.7,58.6,12.5,-102.3,3768
03/06/21,18:27:02,46.8,58.6,12.502,-103.3,3769
03/06/21,18:27:30,46.8,58.5,12.5,-103,3770
03/06/21,18:28:01,46.8,58.5,12.5,-102.8,3771
03/06/21,18:28:34,46.8,58.6,12.499,-103.6,3772
03/06/21,18:29:03,46.8,58.6,12.498,-103.2,3773
03/06/21,18:29:32,46.8,58.6,12.499,-103.2,3774
03/06/21,18:30:04,46.8,58.6,12.498,-103.6,3775
03/06/21,18:30:35,46.8,58.5,12.5,-103.1,3776
03/06/21,18:31:04,46.8,58.6,12.5,-103.2,3777
03/06/21,18:31:35,46.8,58.5,12.502,-103,3778
03/06/21,18:32:05,46.8,58.6,12.5,-103.3,3779
03/06/21,18:32:36,46.8,58.6,12.498,-102.9,3780
03/06/21,18:33:06,46.8,58.6,12.502,-102.5,3781
03/06/21,18:33:36,46.8,58.5,12.503,-102.9,3782
03/06/21,18:34:06,46.8,58.6,12.502,-103,3783
03/06/21,18:34:36,46.8,58.6,12.501,-103.1,3784
03/06/21,18:35:07,46.8,58.6,12.501,-102.5,3785
03/06/21,18:35:39,46.9,58.6,12.502,-102.7,3786
03/06/21,18:36:08,46.9,58.6,12.499,-103.3,3787
03/06/21,18:36:38,46.9,58.5,12.5,-102.3,3788
03/06/21,18:37:09,46.9,58.5,12.501,-102.8,3789
03/06/21,18:37:41,46.9,58.5,12.502,-103.8,3790
03/06/21,18:38:12,46.9,58.6,12.502,-102.7,3791
03/06/21,18:38:46,46.8,58.6,12.5,-103.2,3792
03/06/21,18:39:13,46.9,58.6,12.5,-102.7,3793
03/06/21,18:39:47,46.9,58.6,12.502,-102.4,3794
03/06/21,18:40:15,46.9,58.6,12.503,-103.1,3795
03/06/21,18:40:47,46.9,58.6,12.504,-103,3796
03/06/21,18:41:21,46.9,58.5,12.504,-103.3,3797
03/06/21,18:41:48,46.9,58.6,12.498,-103.6,3798
03/06/21,18:42:17,46.9,58.6,12.5,-103.1,3799
03/06/21,18:42:47,46.9,58.6,12.5,-103.3,3800
03/06/21,18:43:17,46.9,58.5,12.5,-103.7,3801
03/06/21,18:43:48,46.9,58.6,12.5,-103,3802
03/06/21,18:44:19,46.9,58.6,12.5,-102.8,3803
03/06/21,18:44:49,46.9,58.6,12.5,-103.1,3804
03/06/21,18:45:18,46.9,58.6,12.501,-103,3805
03/06/21,18:45:50,46.9,58.6,12.498,-103.4,3806
03/06/21,18:46:20,46.9,58.5,12.502,-103,3807
03/06/21,18:46:51,46.9,58.6,12.504,-102.6,3808
03/06/21,18:47:21,46.9,58.5,12.503,-103.1,3809
03/06/21,18:47:52,46.9,58.5,12.5,-103.6,3810
03/06/21,18:48:22,46.9,58.6,12.499,-103,3811
03/06/21,18:48:54,46.9,58.6,12.499,-103.2,3812
03/06/21,18:49:25,46.9,58.5,12.505,-102.8,3813
03/06/21,18:49:57,46.9,58.6,12.499,-102.8,3814
03/06/21,18:50:26,46.9,58.6,12.503,-103,3815
03/06/21,18:50:56,46.9,58.6,12.501,-103,3816
03/06/21,18:51:26,46.9,58.6,12.503,-103.2,3817
03/06/21,18:51:57,46.9,58.6,12.504,-102.8,3818
03/06/21,18:52:31,46.9,58.6,12.505,-103.8,3819
03/06/21,18:52:59,46.9,58.6,12.499,-103.4,3820
03/06/21,18:53:30,46.9,58.5,12.503,-103.3,3821
03/06/21,18:53:59,46.9,58.5,12.504,-103.3,3822
03/06/21,18:54:29,46.9,58.6,12.501,-103.3,3823
03/06/21,18:55:00,46.9,58.5,12.498,-103,3824
03/06/21,18:55:30,46.9,58.5,12.504,-102.5,3825
03/06/21,18:56:01,46.9,58.6,12.503,-103,3826
03/06/21,18:56:31,46.9,58.6,12.5,-103.4,3827
03/06/21,18:57:01,46.9,58.6,12.502,-103.4,3828
03/06/21,18:57:32,46.9,58.6,12.5,-103.3,3829
03/06/21,18:58:10,46.9,58.6,12.503,-103.3,3830
03/06/21,18:58:34,46.9,58.6,12.504,-103,3831
03/06/21,18:59:05,46.9,58.6,12.505,-102.7,3832
03/06/21,18:59:36,46.9,58.6,12.503,-103,3833
03/06/21,19:00:06,46.9,58.6,12.504,-103.1,3834
03/06/21,19:00:38,46.9,58.6,12.503,-102.9,3835
03/06/21,19:01:08,46.9,58.6,12.504,-102.7,3836
03/06/21,19:01:39,46.9,58.5,12.5,-102.8,3837
03/06/21,19:02:11,46.9,58.6,12.5,-103,3838
03/06/21,19:02:42,46.9,58.6,12.502,-103.1,3839
03/06/21,19:03:12,46.9,58.6,12.504,-103.2,3840
03/06/21,19:03:42,46.9,58.5,12.502,-103,3841
03/06/21,19:04:13,46.9,58.6,12.501,-103.7,3842
03/06/21,19:04:42,46.9,58.6,12.502,-103.3,3843
03/06/21,19:05:14,46.9,58.5,12.502,-104.1,3844
03/06/21,19:05:46,46.9,58.6,12.501,-103.3,3845
03/06/21,19:06:14,46.9,58.6,12.503,-103.2,3846
03/06/21,19:06:46,46.9,58.5,12.506,-102.9,3847
03/06/21,19:07:16,46.9,58.6,12.5,-102.9,3848
03/06/21,19:07:47,46.9,58.6,12.504,-103.7,3849
03/06/21,19:08:18,46.9,58.5,12.506,-103.2,3850
03/06/21,19:08:46,46.9,58.6,12.505,-103.8,3851
03/06/21,19:09:18,46.9,58.6,12.507,-103.7,3852
03/06/21,19:09:48,46.8,58.6,12.506,-103.7,3853
03/06/21,19:10:19,46.9,58.5,12.504,-103.7,3854
03/06/21,19:10:49,46.8,58.6,12.502,-104.3,3855
03/06/21,19:11:19,46.8,58.6,12.503,-103.6,3856
03/06/21,19:11:51,46.8,58.5,12.502,-103.3,3857
03/06/21,19:12:23,46.8,58.6,12.501,-103.3,3858
03/06/21,19:12:51,46.8,58.5,12.506,-103.4,3859
03/06/21,19:13:21,46.8,58.6,12.504,-103,3860
03/06/21,19:13:52,46.8,58.6,12.498,-103,3861
03/06/21,19:14:26,46.8,58.6,12.503,-103.3,3862
03/06/21,19:14:55,46.8,58.6,12.505,-102.4,3863
03/06/21,19:15:26,46.8,58.6,12.504,-102.5,3864
03/06/21,19:15:54,46.9,58.5,12.504,-102.7,3865
03/06/21,19:16:26,46.9,58.6,12.501,-103.1,3866
03/06/21,19:16:55,46.8,58.6,12.505,-103.8,3867
03/06/21,19:17:26,46.8,58.6,12.502,-103.3,3868
03/06/21,19:17:55,46.8,58.5,12.502,-102.6,3869
03/06/21,19:18:25,46.8,58.5,12.5,-102.5,3870
03/06/21,19:18:57,46.8,58.5,12.5,-103,3871
03/06/21,19:19:27,46.8,58.6,12.5,-103,3872
03/06/21,19:19:56,46.8,58.6,12.503,-103.2,3873
03/06/21,19:20:28,46.8,58.5,12.503,-103.5,3874
03/06/21,19:20:57,46.8,58.5,12.501,-102.9,3875
03/06/21,19:21:28,46.8,58.6,12.502,-102.9,3876
03/06/21,19:21:58,46.8,58.6,12.5,-103.7,3877
03/06/21,19:22:30,46.8,58.5,12.501,-103.4,3878
03/06/21,19:23:00,46.8,58.6,12.5,-103.5,3879
03/06/21,19:23:31,46.8,58.6,12.5,-103.4,3880
03/06/21,19:24:02,46.8,58.5,12.502,-103.4,3881
03/06/21,19:24:31,46.8,58.6,12.5,-103.4,3882
03/06/21,19:25:02,46.8,58.6,12.505,-103.5,3883
03/06/21,19:25:32,46.8,58.6,12.504,-103.1,3884
03/06/21,19:26:02,46.8,58.6,12.499,-102.7,3885
03/06/21,19:26:33,46.8,58.6,12.499,-103.6,3886
03/06/21,19:27:05,46.8,58.5,12.506,-103.5,3887
03/06/21,19:27:36,46.7,58.5,12.503,-103.2,3888
03/06/21,19:28:06,46.7,58.6,12.503,-103.3,3889
03/06/21,19:28:37,46.7,58.5,12.505,-103.4,3890
03/06/21,19:29:08,46.7,58.6,12.504,-103.3,3891
03/06/21,19:29:39,46.7,58.5,12.502,-103.4,3892
03/06/21,19:30:10,46.7,58.6,12.5,-103.7,3893
03/06/21,19:30:42,46.7,58.6,12.504,-103.2,3894
03/06/21,19:31:10,46.7,58.5,12.5,-102.9,3895
03/06/21,19:31:41,46.7,58.5,12.5,-103.4,3896
03/06/21,19:32:11,46.7,58.5,12.499,-103.4,3897
03/06/21,19:32:42,46.7,58.5,12.5,-103.3,3898
03/06/21,19:33:13,46.7,58.6,12.5,-103.4,3899
03/06/21,19:33:46,46.7,58.6,12.5,-103.3,3900
03/06/21,19:34:13,46.7,58.6,12.5,-103.8,3901
03/06/21,19:34:48,46.7,58.6,12.5,-103.2,3902
03/06/21,19:35:13,46.6,58.6,12.499,-103.6,3903
03/06/21,19:35:43,46.7,58.6,12.5,-103.9,3904
03/06/21,19:36:14,46.7,58.6,12.5,-104.1,3905
03/06/21,19:36:45,46.7,58.6,12.501,-103.9,3906
03/06/21,19:37:15,46.7,58.5,12.5,-103.4,3907
03/06/21,19:37:46,46.6,58.6,12.501,-103,3908
03/06/21,19:38:15,46.6,58.6,12.501,-102.6,3909
03/06/21,19:38:46,46.7,58.6,12.501,-103.1,3910
03/06/21,19:39:15,46.7,58.6,12.501,-103.7,3911
03/06/21,19:39:46,46.7,58.6,12.499,-103.3,3912
03/06/21,19:40:18,46.7,58.6,12.5,-103.1,3913
03/06/21,19:40:48,46.6,58.6,12.5,-103.3,3914
03/06/21,19:41:17,46.6,58.6,12.5,-103.3,3915
03/06/21,19:41:47,46.6,58.5,12.5,-103.3,3916
03/06/21,19:42:18,46.6,58.6,12.501,-103.2,3917
03/06/21,19:42:48,46.6,58.6,12.5,-103.2,3918
03/06/21,19:43:18,46.6,58.5,12.502,-103.7,3919
03/06/21,19:43:49,46.6,58.6,12.501,-103,3920
03/06/21,19:44:20,46.6,58.6,12.502,-103.5,3921
03/06/21,19:44:51,46.6,58.6,12.5,-103.5,3922
03/06/21,19:45:21,46.6,58.6,12.501,-103.3,3923
03/06/21,19:45:52,46.6,58.6,12.5,-103.1,3924
03/06/21,19:46:22,46.6,58.5,12.501,-103.6,3925
03/06/21,19:46:53,46.6,58.5,12.5,-102.9,3926
03/06/21,19:47:23,46.6,58.5,12.501,-103.4,3927
03/06/21,19:47:55,46.6,58.6,12.501,-103.5,3928
03/06/21,19:48:25,46.6,58.5,12.501,-102.7,3929
03/06/21,19:48:57,46.6,58.6,12.502,-103.5,3930
03/06/21,19:49:27,46.6,58.5,12.501,-103.7,3931
03/06/21,19:49:57,46.6,58.6,12.5,-103.3,3932
03/06/21,19:50:26,46.6,58.6,12.5,-102.5,3933
03/06/21,19:50:56,46.6,58.6,12.5,-103.2,3934
03/06/21,19:51:27,46.6,58.6,12.501,-103.7,3935
03/06/21,19:51:57,46.6,58.6,12.5,-103.7,3936
03/06/21,19:52:27,46.6,58.6,12.501,-103.8,3937
03/06/21,19:52:57,46.6,58.6,12.5,-103.3,3938
03/06/21,19:53:27,46.6,58.6,12.501,-103.6,3939
03/06/21,19:53:58,46.6,58.6,12.501,-103.8,3940
03/06/21,19:54:28,46.6,58.6,12.5,-104.2,3941
03/06/21,19:54:58,46.6,58.6,12.502,-103.5,3942
03/06/21,19:55:35,46.6,58.5,12.501,-103.5,3943
03/06/21,19:55:58,46.6,58.6,12.501,-103,3944
03/06/21,19:56:31,46.6,58.6,12.501,-103.7,3945
03/06/21,19:56:58,46.6,58.6,12.5,-102.4,3946
03/06/21,19:57:29,46.6,58.6,12.5,-103.3,3947
03/06/21,19:57:59,46.6,58.5,12.502,-102.9,3948
03/06/21,19:58:28,46.6,58.6,12.5,-104.3,3949
03/06/21,19:59:00,46.6,58.5,12.5,-103.3,3950
03/06/21,19:59:31,46.6,58.6,12.5,-103,3951
03/06/21,20:00:00,46.6,58.6,12.5,-102.6,3952
03/06/21,20:00:29,46.6,58.5,12.5,-103.8,3953
